PM extends best wishes on Bijaya Dashami festival,By Rastriya Samachar Samiti,"08:15 am Oct 24, 2024",Himalayn times,"KATHMANDU, OCTOBER 24 Prime Minister Pushpa Kamal Dahal 'Prachanda' has said the government is actively working to drive the nations towards a path of prosperity and bring positive changes in the people's lives with the institutionalization of good governance and social justice. Related Articles President extends Bada Dashain best wishes PM Dahal extends best wishes on Bijaya Dashami festival In his best wishes on the occasion of the Bijaya Dashami festival today, the Prime Minister said the public support to all the efforts of the government is very significant for building a prosperous Nepal. He insisted on the need of thinking collectively and positively to take strides towards a better nation. As the Prime Minister said, the existing pressure on economy, traditional approaches in development endevours and structural obstructions to advancement could be overcome with dedicated efforts focusing on the nation, nationality and the people. Actions with dedication are needed to realize the long cherished dream of good governance, social justice and prosperity, he states in the message. The head of the government underlined the need for a positive and creative approach to dispel superstitions and 'aristocratic' beliefs associated with our traditional festivals while preserving their positive elements and the fundamental values they represent. On the occasion of the Bijaya Dashami festival, the head of the government extended his wishes for happiness, peace, good health, long life, prosperity, and continuous progress to all Nepali sisters and brothers, both at home and abroad. #PM Dahal Dashain wishes",https://thehimalayantimes.com/nepal/pm-extends-best-wishes-on-bijaya-dashami-festival,nepal
Heading,Author,publication_date,Source,content,Link,Category
PM extends best wishes on Bijaya Dashami festival,By Rastriya Samachar Samiti,"08:15 am Oct 24, 2024",Himalayn times,"KATHMANDU, OCTOBER 24 Prime Minister Pushpa Kamal Dahal 'Prachanda' has said the government is actively working to drive the nations towards a path of prosperity and bring positive changes in the people's lives with the institutionalization of good governance and social justice. Related Articles President extends Bada Dashain best wishes PM Dahal extends best wishes on Bijaya Dashami festival In his best wishes on the occasion of the Bijaya Dashami festival today, the Prime Minister said the public support to all the efforts of the government is very significant for building a prosperous Nepal. He insisted on the need of thinking collectively and positively to take strides towards a better nation. As the Prime Minister said, the existing pressure on economy, traditional approaches in development endevours and structural obstructions to advancement could be overcome with dedicated efforts focusing on the nation, nationality and the people. Actions with dedication are needed to realize the long cherished dream of good governance, social justice and prosperity, he states in the message. The head of the government underlined the need for a positive and creative approach to dispel superstitions and 'aristocratic' beliefs associated with our traditional festivals while preserving their positive elements and the fundamental values they represent. On the occasion of the Bijaya Dashami festival, the head of the government extended his wishes for happiness, peace, good health, long life, prosperity, and continuous progress to all Nepali sisters and brothers, both at home and abroad. #PM Dahal Dashain wishes",https://thehimalayantimes.com/nepal/pm-extends-best-wishes-on-bijaya-dashami-festival,nepal
Heading,Author,publication_date,Source,content,Link,Category
Holi paint hilly regions with vibrant colors,By THT Online,"10:47 am Mar 24, 2024",Himalayn times,"KATHMANDU, MARCH 24 Holi, the festival of colors, is being celebrated with great enthusiasm in the hilly regions, including the capital city, today, and will continue tomorrow in the Tarai region. Related Articles The soul's code: The key to living a full life Congo knocks Egypt out of Africa Cup on penalties and will play Guinea in quarterfinals During this vibrant festival, families and friends come together to partake in colorful rituals involving water and powdered pigments. Among various cultural festivals celebrated in Nepal, the holi carries its own specialty and significance. According to the hindu myth, holi festival is regarded as the symbol of victory of good over evil. In anticipation of the celebrations, the District Police Range Kathmandu has intensified security measures to prevent any untoward incidents. Senior Superintendent of Police Dineshraj Mainali of Kathmandu Valley Police Office confirmed to the RSS the deployment of over 400 police personnel solely for ensuring security within the valley. #Holi",https://thehimalayantimes.com/kathmandu/holi-paint-hilly-regions-with-vibrant-colors,kathmandu
Heading,Author,publication_date,Source,content,Link,Category
Holi paint hilly regions with vibrant colors,By THT Online,"10:47 am Mar 24, 2024",Himalayn times,"KATHMANDU, MARCH 24 Holi, the festival of colors, is being celebrated with great enthusiasm in the hilly regions, including the capital city, today, and will continue tomorrow in the Tarai region. Related Articles The soul's code: The key to living a full life Congo knocks Egypt out of Africa Cup on penalties and will play Guinea in quarterfinals During this vibrant festival, families and friends come together to partake in colorful rituals involving water and powdered pigments. Among various cultural festivals celebrated in Nepal, the holi carries its own specialty and significance. According to the hindu myth, holi festival is regarded as the symbol of victory of good over evil. In anticipation of the celebrations, the District Police Range Kathmandu has intensified security measures to prevent any untoward incidents. Senior Superintendent of Police Dineshraj Mainali of Kathmandu Valley Police Office confirmed to the RSS the deployment of over 400 police personnel solely for ensuring security within the valley. #Holi",https://thehimalayantimes.com/kathmandu/holi-paint-hilly-regions-with-vibrant-colors,kathmandu
Heading,Author,publication_date,Source,content,Link,Category
Some of nearly 300 abducted schoolchildren in Nigeria's north are freed after weeks in captivity,By Associated Press,"05:22 pm Mar 24, 2024",Himalayn times,"ABUJA, MARCH 24 At least 137 of nearly 300 Nigerian children abducted more than two weeks ago from their school in the northwestern state of Kaduna were released on Sunday, the West African nation's military said. Related Articles More than 29,000 Palestinians have been killed in Israel-Hamas war, Gaza Health Ministry says First US lunar lander in more than 50 years launched but develops problem on way to moon An earlier statement from the government suggested that all the students were freed. Motorcycle-riding gunmen invaded the Kuriga school on March 7 and marched the children into the forests before security forces could arrive, as terrified families watched helplessly. School authorities said a total of 287 students were kidnapped during the attack, at least 100 of them are aged 12 or younger. At least 1,400 students have been kidnapped from Nigerian schools since 2014, when Boko Haram militants seized hundreds of schoolgirls from Borno state's Chibok village. In recent years, abductions have been concentrated in the country's northwestern and central regions, where dozens of armed groups often target villagers and travelers for ransom. The 137 children were rescued in Zamfara state, an enclave known for kidnappings more than 200 kilometers (124 miles) away from their school, Nigerian military spokesman Maj. Gen. Edward Buba said in a statement. ""Efforts would continue until other hostages are found and the terrorists arrested, tried, and brought to justice by Nigerian law,"" Buba said. At least 17 other schoolchildren in northern Sokoto state were also rescued two weeks after they were taken hostage, according to a statement issued Saturday by the Sokoto state government. Kaduna state Gov. Uba Sani, who first announced the rescue, did not give details about the operation. His office could not be reached Sunday to clarify the discrepancy in the number of those freed. The Associated Press could not reach villagers in Kuriga town, where mobile network is not available. Under growing pressure to end the mass kidnappings in northern Nigeria, President Bola Tinubu promised his administration is ""deploying detailed strategies to ensure that our schools remain safe sanctuaries of learning, not lairs for wanton abductions."" Tinubu had vowed to rescue the children ""without paying a dime"" as ransom. But ransoms are commonly paid for kidnappings, often arranged by families, and it is rare for officials in Nigeria to admit to the payments. No group has claimed responsibility for the Kaduna kidnapping, which locals have blamed on bandit groups known for mass killings and kidnappings for ransom in the conflict-battered northern region, most of them former herders in conflict with settled communities. At least two people with extensive knowledge of the security crisis in Nigeria's northwest told AP that the identity of the abductors is known. Murtala Ahmed Rufa'i, a professor of peace and conflict studies at Usmanu Danfodiyo University, and Sheikh Ahmad Gumi, a cleric who has negotiated with the bandits, said they were hiding in the region's vast and ungoverned forests. Arrests are rare in Nigeria's mass kidnappings, as victims are usually released only after desperate families pay ransoms or through deals with government and security officials. #Nigeria school kidnapping",https://thehimalayantimes.com/world/some-of-nearly-300-abducted-schoolchildren-in-nigerias-north-are-freed-after-weeks-in-captivity,world
Heading,Author,publication_date,Source,content,Link,Category
Some of nearly 300 abducted schoolchildren in Nigeria's north are freed after weeks in captivity,By Associated Press,"05:22 pm Mar 24, 2024",Himalayn times,"ABUJA, MARCH 24 At least 137 of nearly 300 Nigerian children abducted more than two weeks ago from their school in the northwestern state of Kaduna were released on Sunday, the West African nation's military said. Related Articles More than 29,000 Palestinians have been killed in Israel-Hamas war, Gaza Health Ministry says First US lunar lander in more than 50 years launched but develops problem on way to moon An earlier statement from the government suggested that all the students were freed. Motorcycle-riding gunmen invaded the Kuriga school on March 7 and marched the children into the forests before security forces could arrive, as terrified families watched helplessly. School authorities said a total of 287 students were kidnapped during the attack, at least 100 of them are aged 12 or younger. At least 1,400 students have been kidnapped from Nigerian schools since 2014, when Boko Haram militants seized hundreds of schoolgirls from Borno state's Chibok village. In recent years, abductions have been concentrated in the country's northwestern and central regions, where dozens of armed groups often target villagers and travelers for ransom. The 137 children were rescued in Zamfara state, an enclave known for kidnappings more than 200 kilometers (124 miles) away from their school, Nigerian military spokesman Maj. Gen. Edward Buba said in a statement. ""Efforts would continue until other hostages are found and the terrorists arrested, tried, and brought to justice by Nigerian law,"" Buba said. At least 17 other schoolchildren in northern Sokoto state were also rescued two weeks after they were taken hostage, according to a statement issued Saturday by the Sokoto state government. Kaduna state Gov. Uba Sani, who first announced the rescue, did not give details about the operation. His office could not be reached Sunday to clarify the discrepancy in the number of those freed. The Associated Press could not reach villagers in Kuriga town, where mobile network is not available. Under growing pressure to end the mass kidnappings in northern Nigeria, President Bola Tinubu promised his administration is ""deploying detailed strategies to ensure that our schools remain safe sanctuaries of learning, not lairs for wanton abductions."" Tinubu had vowed to rescue the children ""without paying a dime"" as ransom. But ransoms are commonly paid for kidnappings, often arranged by families, and it is rare for officials in Nigeria to admit to the payments. No group has claimed responsibility for the Kaduna kidnapping, which locals have blamed on bandit groups known for mass killings and kidnappings for ransom in the conflict-battered northern region, most of them former herders in conflict with settled communities. At least two people with extensive knowledge of the security crisis in Nigeria's northwest told AP that the identity of the abductors is known. Murtala Ahmed Rufa'i, a professor of peace and conflict studies at Usmanu Danfodiyo University, and Sheikh Ahmad Gumi, a cleric who has negotiated with the bandits, said they were hiding in the region's vast and ungoverned forests. Arrests are rare in Nigeria's mass kidnappings, as victims are usually released only after desperate families pay ransoms or through deals with government and security officials. #Nigeria school kidnapping",https://thehimalayantimes.com/world/some-of-nearly-300-abducted-schoolchildren-in-nigerias-north-are-freed-after-weeks-in-captivity,world
Heading,Author,publication_date,Source,content,Link,Category
Japan Ambassador Kikuta encourages new Japanese govt. scholarship students,By THT Online,"12:37 pm Mar 24, 2024",Himalayn times,"KATHMANDU, MARCH 24 Kikuta Yutaka, Ambassador of Japan, hosted a send-off party for Nepali students who will be studying in Japan under the Scholarship offered by the Ministry of Education, Culture, Sports, Science and Technology (MEXT) of Japan, at his Residence, on Saturday. Related Articles RSP recommends four to new coalition govt New regulations for Nepali travelers on visit, tourist visas abroad from today The Government of Japan offers this no-need-pay-back scholarship to international students to pursue higher studies in Japan for undergraduate, graduate, specialized training college students, and teachers. Japan started selection of Nepali students in 1957, just one year after the establishment of diplomatic relations between the two countries. This spring, a total of 7 Nepali students - 2 for undergraduate, 3 for master's and 2 for doctoral degree – will be proceeding to Japan to obtain their degrees. On the occasion, Ambassador Kikuta congratulated the successfully selected MEXT scholarship students and expressed his hope that they would make their best efforts in a good learning environment in Japan. The Ambassador also encouraged the students to venture out of the university to experience various aspects of Japanese culture, make Japanese friends, and deeply understand the spirit of Japanese people. He stated that he believes that with the knowledge, experience, and Japanese spirit thus acquired, the students will contribute to Nepal's development and play an important role in Japan-Nepal relations in the future. Dr. Sunil Babu Shrestha, the president of Japanese Universities Alumni Association, Nepal (JUAAN) also offered fruitful advice to the students about life and university in Japan, as he himself had experienced them. The Embassy is confident that these young scholars will serve as a bridge between Japan and Nepal and contribute to further strengthening mutual understanding, friendship, and cooperation between the two countries.",https://thehimalayantimes.com/kathmandu/japan-ambassador-kikuta-encourages-new-japanese-govt-scholarship-students,kathmandu
Heading,Author,publication_date,Source,content,Link,Category
Japan Ambassador Kikuta encourages new Japanese govt. scholarship students,By THT Online,"12:37 pm Mar 24, 2024",Himalayn times,"KATHMANDU, MARCH 24 Kikuta Yutaka, Ambassador of Japan, hosted a send-off party for Nepali students who will be studying in Japan under the Scholarship offered by the Ministry of Education, Culture, Sports, Science and Technology (MEXT) of Japan, at his Residence, on Saturday. Related Articles RSP recommends four to new coalition govt New regulations for Nepali travelers on visit, tourist visas abroad from today The Government of Japan offers this no-need-pay-back scholarship to international students to pursue higher studies in Japan for undergraduate, graduate, specialized training college students, and teachers. Japan started selection of Nepali students in 1957, just one year after the establishment of diplomatic relations between the two countries. This spring, a total of 7 Nepali students - 2 for undergraduate, 3 for master's and 2 for doctoral degree – will be proceeding to Japan to obtain their degrees. On the occasion, Ambassador Kikuta congratulated the successfully selected MEXT scholarship students and expressed his hope that they would make their best efforts in a good learning environment in Japan. The Ambassador also encouraged the students to venture out of the university to experience various aspects of Japanese culture, make Japanese friends, and deeply understand the spirit of Japanese people. He stated that he believes that with the knowledge, experience, and Japanese spirit thus acquired, the students will contribute to Nepal's development and play an important role in Japan-Nepal relations in the future. Dr. Sunil Babu Shrestha, the president of Japanese Universities Alumni Association, Nepal (JUAAN) also offered fruitful advice to the students about life and university in Japan, as he himself had experienced them. The Embassy is confident that these young scholars will serve as a bridge between Japan and Nepal and contribute to further strengthening mutual understanding, friendship, and cooperation between the two countries.",https://thehimalayantimes.com/kathmandu/japan-ambassador-kikuta-encourages-new-japanese-govt-scholarship-students,kathmandu
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://www.youtube.com/user/thehimalayantimes,user
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://bit.ly/3ahjyvk,3ahjyvk
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://invite.viber.com/?g2=AQBLKZXQ9TmUf0thy69E54UMwXXxZXFF3Ssh2HKAjRrScKtqPWKoe44%2FrOmi0Vo0,Category not found
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://www.linkedin.com/in/the-himalayan-times-2a64871b1,in
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://t.me/TheHimalayanTimesTHT,TheHimalayanTimesTHT
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/,Category not found
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/video,video
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/home,home
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/kathmandu,kathmandu
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/nepal,nepal
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/province-1,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/province-2,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/bagmati,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/gandaki,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/lumbini,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/karnali,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/morearticles/nepal/sudur-pashchim,morearticles
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/covid19,covid19
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/covid-connect,covid-connect
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/world,world
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/opinion,opinion
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/business,business
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/sports,sports
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/entertainment,entertainment
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/lifestyle,lifestyle
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/science-and-tech,science-and-tech
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/blog,blog
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/environment,environment
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/health,health
Heading,Author,publication_date,Source,content,Link,Category
Heading not found,author not found,date not found,Himalayn times,contetnt not found,https://thehimalayantimes.com/video,video
Heading,Author,publication_date,Source,content,Link,Category
Some of nearly 300 abducted schoolchildren in Nigeria's north are freed after weeks in captivity,By Associated Press,"05:22 pm Mar 24, 2024",Himalayn times,"ABUJA, MARCH 24 At least 137 of nearly 300 Nigerian children abducted more than two weeks ago from their school in the northwestern state of Kaduna were released on Sunday, the West African nation's military said. Related Articles More than 29,000 Palestinians have been killed in Israel-Hamas war, Gaza Health Ministry says First US lunar lander in more than 50 years launched but develops problem on way to moon An earlier statement from the government suggested that all the students were freed. Motorcycle-riding gunmen invaded the Kuriga school on March 7 and marched the children into the forests before security forces could arrive, as terrified families watched helplessly. School authorities said a total of 287 students were kidnapped during the attack, at least 100 of them are aged 12 or younger. At least 1,400 students have been kidnapped from Nigerian schools since 2014, when Boko Haram militants seized hundreds of schoolgirls from Borno state's Chibok village. In recent years, abductions have been concentrated in the country's northwestern and central regions, where dozens of armed groups often target villagers and travelers for ransom. The 137 children were rescued in Zamfara state, an enclave known for kidnappings more than 200 kilometers (124 miles) away from their school, Nigerian military spokesman Maj. Gen. Edward Buba said in a statement. ""Efforts would continue until other hostages are found and the terrorists arrested, tried, and brought to justice by Nigerian law,"" Buba said. At least 17 other schoolchildren in northern Sokoto state were also rescued two weeks after they were taken hostage, according to a statement issued Saturday by the Sokoto state government. Kaduna state Gov. Uba Sani, who first announced the rescue, did not give details about the operation. His office could not be reached Sunday to clarify the discrepancy in the number of those freed. The Associated Press could not reach villagers in Kuriga town, where mobile network is not available. Under growing pressure to end the mass kidnappings in northern Nigeria, President Bola Tinubu promised his administration is ""deploying detailed strategies to ensure that our schools remain safe sanctuaries of learning, not lairs for wanton abductions."" Tinubu had vowed to rescue the children ""without paying a dime"" as ransom. But ransoms are commonly paid for kidnappings, often arranged by families, and it is rare for officials in Nigeria to admit to the payments. No group has claimed responsibility for the Kaduna kidnapping, which locals have blamed on bandit groups known for mass killings and kidnappings for ransom in the conflict-battered northern region, most of them former herders in conflict with settled communities. At least two people with extensive knowledge of the security crisis in Nigeria's northwest told AP that the identity of the abductors is known. Murtala Ahmed Rufa'i, a professor of peace and conflict studies at Usmanu Danfodiyo University, and Sheikh Ahmad Gumi, a cleric who has negotiated with the bandits, said they were hiding in the region's vast and ungoverned forests. Arrests are rare in Nigeria's mass kidnappings, as victims are usually released only after desperate families pay ransoms or through deals with government and security officials. #Nigeria school kidnapping",https://thehimalayantimes.com/world/some-of-nearly-300-abducted-schoolchildren-in-nigerias-north-are-freed-after-weeks-in-captivity,world
Heading,Author,publication_date,Source,content,Link,Category
Some of nearly 300 abducted schoolchildren in Nigeria's north are freed after weeks in captivity,By Associated Press,"05:22 pm Mar 24, 2024",Himalayn times,"ABUJA, MARCH 24 At least 137 of nearly 300 Nigerian children abducted more than two weeks ago from their school in the northwestern state of Kaduna were released on Sunday, the West African nation's military said. Related Articles More than 29,000 Palestinians have been killed in Israel-Hamas war, Gaza Health Ministry says First US lunar lander in more than 50 years launched but develops problem on way to moon An earlier statement from the government suggested that all the students were freed. Motorcycle-riding gunmen invaded the Kuriga school on March 7 and marched the children into the forests before security forces could arrive, as terrified families watched helplessly. School authorities said a total of 287 students were kidnapped during the attack, at least 100 of them are aged 12 or younger. At least 1,400 students have been kidnapped from Nigerian schools since 2014, when Boko Haram militants seized hundreds of schoolgirls from Borno state's Chibok village. In recent years, abductions have been concentrated in the country's northwestern and central regions, where dozens of armed groups often target villagers and travelers for ransom. The 137 children were rescued in Zamfara state, an enclave known for kidnappings more than 200 kilometers (124 miles) away from their school, Nigerian military spokesman Maj. Gen. Edward Buba said in a statement. ""Efforts would continue until other hostages are found and the terrorists arrested, tried, and brought to justice by Nigerian law,"" Buba said. At least 17 other schoolchildren in northern Sokoto state were also rescued two weeks after they were taken hostage, according to a statement issued Saturday by the Sokoto state government. Kaduna state Gov. Uba Sani, who first announced the rescue, did not give details about the operation. His office could not be reached Sunday to clarify the discrepancy in the number of those freed. The Associated Press could not reach villagers in Kuriga town, where mobile network is not available. Under growing pressure to end the mass kidnappings in northern Nigeria, President Bola Tinubu promised his administration is ""deploying detailed strategies to ensure that our schools remain safe sanctuaries of learning, not lairs for wanton abductions."" Tinubu had vowed to rescue the children ""without paying a dime"" as ransom. But ransoms are commonly paid for kidnappings, often arranged by families, and it is rare for officials in Nigeria to admit to the payments. No group has claimed responsibility for the Kaduna kidnapping, which locals have blamed on bandit groups known for mass killings and kidnappings for ransom in the conflict-battered northern region, most of them former herders in conflict with settled communities. At least two people with extensive knowledge of the security crisis in Nigeria's northwest told AP that the identity of the abductors is known. Murtala Ahmed Rufa'i, a professor of peace and conflict studies at Usmanu Danfodiyo University, and Sheikh Ahmad Gumi, a cleric who has negotiated with the bandits, said they were hiding in the region's vast and ungoverned forests. Arrests are rare in Nigeria's mass kidnappings, as victims are usually released only after desperate families pay ransoms or through deals with government and security officials. #Nigeria school kidnapping",https://thehimalayantimes.com/world/some-of-nearly-300-abducted-schoolchildren-in-nigerias-north-are-freed-after-weeks-in-captivity,world
Heading,Author,publication_date,Source,content,Link,Category
Some of nearly 300 abducted schoolchildren in Nigeria's north are freed after weeks in captivity,By Associated Press,"05:22 pm Mar 24, 2024",Himalayn times,"ABUJA, MARCH 24 At least 137 of nearly 300 Nigerian children abducted more than two weeks ago from their school in the northwestern state of Kaduna were released on Sunday, the West African nation's military said. Related Articles More than 29,000 Palestinians have been killed in Israel-Hamas war, Gaza Health Ministry says First US lunar lander in more than 50 years launched but develops problem on way to moon An earlier statement from the government suggested that all the students were freed. Motorcycle-riding gunmen invaded the Kuriga school on March 7 and marched the children into the forests before security forces could arrive, as terrified families watched helplessly. School authorities said a total of 287 students were kidnapped during the attack, at least 100 of them are aged 12 or younger. At least 1,400 students have been kidnapped from Nigerian schools since 2014, when Boko Haram militants seized hundreds of schoolgirls from Borno state's Chibok village. In recent years, abductions have been concentrated in the country's northwestern and central regions, where dozens of armed groups often target villagers and travelers for ransom. The 137 children were rescued in Zamfara state, an enclave known for kidnappings more than 200 kilometers (124 miles) away from their school, Nigerian military spokesman Maj. Gen. Edward Buba said in a statement. ""Efforts would continue until other hostages are found and the terrorists arrested, tried, and brought to justice by Nigerian law,"" Buba said. At least 17 other schoolchildren in northern Sokoto state were also rescued two weeks after they were taken hostage, according to a statement issued Saturday by the Sokoto state government. Kaduna state Gov. Uba Sani, who first announced the rescue, did not give details about the operation. His office could not be reached Sunday to clarify the discrepancy in the number of those freed. The Associated Press could not reach villagers in Kuriga town, where mobile network is not available. Under growing pressure to end the mass kidnappings in northern Nigeria, President Bola Tinubu promised his administration is ""deploying detailed strategies to ensure that our schools remain safe sanctuaries of learning, not lairs for wanton abductions."" Tinubu had vowed to rescue the children ""without paying a dime"" as ransom. But ransoms are commonly paid for kidnappings, often arranged by families, and it is rare for officials in Nigeria to admit to the payments. No group has claimed responsibility for the Kaduna kidnapping, which locals have blamed on bandit groups known for mass killings and kidnappings for ransom in the conflict-battered northern region, most of them former herders in conflict with settled communities. At least two people with extensive knowledge of the security crisis in Nigeria's northwest told AP that the identity of the abductors is known. Murtala Ahmed Rufa'i, a professor of peace and conflict studies at Usmanu Danfodiyo University, and Sheikh Ahmad Gumi, a cleric who has negotiated with the bandits, said they were hiding in the region's vast and ungoverned forests. Arrests are rare in Nigeria's mass kidnappings, as victims are usually released only after desperate families pay ransoms or through deals with government and security officials. #Nigeria school kidnapping",https://thehimalayantimes.com/world/some-of-nearly-300-abducted-schoolchildren-in-nigerias-north-are-freed-after-weeks-in-captivity,world
Heading,Author,publication_date,Source,content,Link,Category
